session_id,developer_id,user_segment,task_id,suggestion_id,timestamp,language,model_version,latency_ms,suggestion_length,final_code_length,accepted,edited_after_accept,ignored,compile_success,test_pass,error_type,hallucination_flag
1,14,intermediate,62,1,2025-12-05T22:56:17.902592,python,model_v2,791,20,20,False,False,False,True,True,none,False
1,14,intermediate,62,2,2025-12-05T22:56:24.902592,python,model_v2,781,8,7,False,False,False,True,True,none,False
1,14,intermediate,62,3,2025-12-05T22:57:11.902592,python,model_v2,506,37,53,False,False,False,True,False,logical_bug,False
1,14,intermediate,62,4,2025-12-05T22:59:01.902592,python,model_v2,585,33,46,True,True,False,True,True,none,False
1,14,intermediate,62,5,2025-12-05T22:59:14.902592,python,model_v2,589,11,16,True,True,False,True,True,none,False
1,14,intermediate,62,6,2025-12-05T22:58:31.902592,python,model_v2,526,16,25,True,False,False,True,True,none,False
1,14,intermediate,62,7,2025-12-05T23:01:20.902592,python,model_v2,684,28,44,True,False,False,True,True,none,False
1,14,intermediate,62,8,2025-12-05T22:56:08.902592,python,model_v2,693,18,32,False,False,False,True,True,none,False
1,14,intermediate,62,9,2025-12-05T22:57:19.902592,python,model_v2,874,28,33,True,True,False,True,True,none,False
1,14,intermediate,62,10,2025-12-05T23:01:19.902592,python,model_v2,756,28,42,True,True,False,True,True,none,False
1,14,intermediate,62,11,2025-12-05T23:04:56.902592,python,model_v2,480,15,30,True,True,False,True,True,none,False
1,14,intermediate,62,12,2025-12-05T23:05:02.902592,python,model_v2,743,7,12,False,False,True,True,True,none,False
1,14,intermediate,62,13,2025-12-05T23:05:06.902592,python,model_v2,723,19,31,True,True,False,True,True,none,False
1,14,intermediate,62,14,2025-12-05T23:01:28.902592,python,model_v2,586,10,22,True,True,False,True,False,logical_bug,False
1,14,intermediate,62,15,2025-12-05T23:09:09.902592,python,model_v2,514,27,33,False,False,False,True,True,none,False
1,14,intermediate,62,16,2025-12-05T23:00:44.902592,python,model_v2,507,14,20,True,True,False,True,True,none,False
1,14,intermediate,62,17,2025-12-05T22:59:35.902592,python,model_v2,433,36,31,False,False,True,True,True,none,False
1,14,intermediate,62,18,2025-12-05T23:07:38.902592,python,model_v2,496,31,44,True,True,False,True,True,none,False
1,14,intermediate,62,19,2025-12-05T22:58:48.902592,python,model_v2,471,19,33,False,False,True,True,True,none,False
1,14,intermediate,62,20,2025-12-05T22:57:30.902592,python,model_v2,429,10,15,False,False,True,True,True,none,False
1,14,intermediate,62,21,2025-12-05T23:15:13.902592,python,model_v2,501,21,29,True,True,False,True,True,none,False
